Año,Trimestre,Provincia,Usuarios totales,Accesos por cada 100 hogares,Banda ancha fija,Dial up,ADSL,Cablemodem,Fibra óptica,Wireless,Mbps (Media de bajada),Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps
2015,1,Capital Federal,1332721,114.9,1321139,11582,454934,841743,19334,1994,5,2545,59084,1013510,134151,114569,1195,8401
2015,1,Catamarca,25332,25.11,25312,20,25033,241,16,10,3,130,7634,13754,3202,5170,90,1
2015,1,Chaco,81360,26.65,81329,31,54952,26161,164,270,5,260,12053,47425,15883,5346,4890,135
2015,1,Chubut,65273,37.61,63327,1946,45645,717,906,1254,3,6510,6176,57333,1020,0,0,0
2015,1,Córdoba,596957,54.7,596663,294,343883,247564,415,4645,4,1570,78427,432802,46574,37443,1615,815
2015,1,Corrientes,81531,28.95,81488,43,54649,25372,129,1319,5,360,13295,47842,15554,4424,2350,98
2015,1,Entre Ríos,166070,42.07,165839,231,112363,47411,108,5943,4,2867,23951,104168,28113,6926,2740,119
2015,1,Formosa,26700,18.12,26657,43,21022,4951,1,6700,3,1891,7336,14413,2024,8780,1570,1
2015,1,Jujuy,36611,19.69,36608,3,31505,5048,22,0,3,2458,9754,19858,3939,6030,0,0
2015,1,La Pampa,62697,55.51,62155,542,13143,39571,3215,6164,3,6059,8054,45038,260,100,130,10
2015,1,La Rioja,16333,16.7,16310,23,16282,0,16,20,4,110,4201,9379,2207,5330,0,3
2015,1,Mendoza,170160,32.37,168355,1805,152433,13030,2542,290,4,2870,240,169763,380,160,60,11
2015,1,Misiones,85146,26.31,85139,7,58262,26836,30,50,5,9580,11136,51906,12387,8543,1940,26
2015,1,Neuquén,95742,51.95,93373,2369,47518,32152,1024,12088,4,1895,2577,80787,1700,4067,20,76
2015,1,Río Negro,97333,45.33,96145,1188,66274,25217,907,3473,4,3371,4913,86173,940,2632,20,42
2015,1,Salta,96811,30.01,96793,18,76280,19781,47,1290,4,1123,14151,64992,13955,2569,150,5
2015,1,San Juan,51819,27.55,51117,702,48441,451,755,1165,3,80,4450,51346,0,0,0,2
2015,1,San Luis,13232,9.72,12878,354,11414,1025,351,300,4,100,80,12720,0,10,0,2
2015,1,Santa Cruz,26641,27.99,26217,424,16215,2700,392,4772,3,2050,270,26048,20,0,0,0
2015,1,Santa Fe,536437,50.24,535640,797,328809,199037,2845,4239,4,6883,93096,360964,4527,27597,1542,900
2015,1,Santiago Del Estero,39252,17.06,39244,8,33813,4365,19,102,4,7010,9236,23136,4796,7480,0,0
2015,1,Tierra Del Fuego,33456,74.23,32726,730,22291,7924,657,10,3,140,6090,36319,20,0,0,0
2015,1,Tucumán,138276,35.08,138184,92,137857,115,116,880,4,1070,27143,83895,23061,3722,3340,0
2014,4,Provincia de Buenos Aires,2816407,56.09,2801178,15229,1575978,1070135,120528,17728,4,8226,132937,2250445,20362,104322,9970,5406
2014,4,Capital Federal,1330520,114.9,1318526,11994,455785,840224,17155,1962,5,2698,62896,1038269,123451,95772,8900,7997
2014,4,Catamarca,25493,25.51,25472,21,25192,241,16,0,3,210,8047,14093,291,4210,0,1
2014,4,Chaco,66035,21.87,65998,37,55024,10918,31,0,4,4830,12837,42106,7908,26,1240,2
2014,4,Chubut,68542,40.25,66557,1985,48539,697,891,12256,3,1858,6218,60392,700,0,0,0
2014,4,Córdoba,590432,54.7,590113,319,345157,240452,419,3918,4,1903,85362,427844,41947,30858,1177,782
2014,4,Corrientes,65710,23.56,65656,54,54754,9526,40,1315,4,400,1386,42182,7513,2106,0,9
2014,4,Entre Ríos,140813,36.03,140567,246,112291,23027,57,5178,4,2311,27801,88649,18318,3584,10,66
2014,4,Formosa,26207,17.96,26156,51,21245,4896,1,0,3,1947,783,14058,1852,4730,470,1
2014,4,Jujuy,36002,19.6,35999,3,31349,4583,22,370,3,188,10427,19740,3443,4650,0,0
2014,4,La Pampa,57380,51.27,56813,567,16043,34281,514,5894,3,6266,6879,36520,260,50,40,10
2014,4,La Rioja,16402,17.01,16379,23,16352,0,17,0,4,90,4333,9728,1943,3860,0,3
2014,4,Mendoza,169614,32.64,167766,1848,151797,13030,2534,310,4,3030,190,169222,360,140,50,12
2014,4,Misiones,77229,24.16,77222,7,58435,18613,16,1500,4,5470,1184,53093,8731,2952,540,12
2014,4,Neuquén,95396,52.55,92999,2397,47721,31778,1014,11853,4,1731,2744,80938,1260,3621,20,66
2014,4,Río Negro,96260,45.48,95050,1210,66307,23703,901,3819,4,364,4723,85094,940,2319,40,30
2014,4,Salta,93947,29.53,93921,26,76026,17289,48,60,4,540,16214,63221,12552,1922,0,4
2014,4,San Juan,52119,28.04,51390,729,48653,451,740,1202,3,110,4780,51628,0,0,0,2
2014,4,San Luis,13147,9.79,12788,359,11419,926,355,240,4,90,0,13135,0,0,10,2
2014,4,Santa Cruz,25713,27.8,25277,436,17553,448,388,4395,3,1560,14,24145,10,10,0,0
2014,4,Santa Fe,529397,50.0,528459,938,335267,183009,3205,6282,4,8707,99962,359293,36718,21098,8690,824
2014,4,Santiago Del Estero,39317,17.27,39308,9,34110,4231,19,9200,3,1246,8913,24181,4359,6020,0,0
2014,4,Tierra Del Fuego,28990,66.14,28249,741,21948,3664,655,10,3,120,2830,31489,20,0,0,0
2014,4,Tucumán,137424,35.32,137329,95,137093,97,116,130,4,170,28746,85091,20631,2733,1960,0
2014,3,Provincia de Buenos Aires,2849565,56.75,2835537,14028,1562533,1110628,124474,20049,4,7355,128187,2281524,156693,68947,2430,4232
2014,3,Capital Federal,1317825,113.8,1307195,10630,450155,833402,17886,1995,4,8400,78016,1060145,10217,70907,950,6626
2014,3,Catamarca,24686,24.71,24665,21,24380,244,15,0,3,190,8845,13790,1915,1110,0,0
2014,3,Chaco,63746,21.11,63710,36,53321,10336,29,10,3,3980,14731,41934,5428,1274,50,0
2014,3,Chubut,69137,40.6,67130,2007,49219,668,882,11853,3,2013,6281,60771,340,0,0,0
2014,3,Córdoba,585431,54.23,585231,200,340212,240334,444,4064,4,6600,98992,435692,28992,18888,840,664
2014,3,Corrientes,63549,22.79,63516,33,52957,9184,31,1312,3,210,15448,41717,5181,1172,0,0
2014,3,Entre Ríos,136733,34.98,136618,115,108907,22440,48,5203,3,1709,2971,91450,12569,131,0,48
2014,3,Formosa,25937,17.77,25873,64,21021,4836,0,0,3,2001,8323,14202,1324,850,0,0
2014,3,Jujuy,33741,18.37,33739,2,30128,3541,22,370,3,1270,10979,20216,2305,820,0,0
2014,3,La Pampa,62425,55.78,61861,564,16051,33940,538,11219,3,6458,6645,41009,240,50,40,10
2014,3,La Rioja,15916,16.51,15893,23,15864,0,14,10,3,100,4785,9720,1337,610,0,0
2014,3,Mendoza,167924,32.31,166184,1740,150120,13030,2512,400,4,350,0,167763,310,120,130,1
2014,3,Misiones,75327,23.57,75327,0,56933,18373,4,30,4,6400,13637,53510,5928,1606,0,1
2014,3,Neuquén,102367,56.4,100099,2268,54458,30964,1000,12858,4,1522,3099,80090,1070,2865,100,27
2014,3,Río Negro,97780,46.2,96629,1151,65264,26590,888,3533,3,364,5189,86868,870,1944,80,9
2014,3,Salta,92954,29.22,92929,25,73828,18394,43,1090,3,7320,17481,66026,8314,3880,0,0
2014,3,San Juan,51779,27.85,51031,748,48272,451,731,1199,3,80,4870,51276,0,0,0,0
2014,3,San Luis,13046,9.71,12683,363,11303,925,355,250,4,80,0,13029,0,0,30,0
2014,3,Santa Cruz,26110,28.23,25664,446,17862,492,385,4273,3,1950,1624,24248,10,10,0,0
2014,3,Santa Fe,520887,49.2,520196,691,325577,183630,4407,654,3,823,112593,357615,23962,12124,380,806
2014,3,Santiago Del Estero,37548,16.49,37539,9,32820,3900,19,7680,3,7910,9914,23826,2867,1420,0,0
2014,3,Tierra Del Fuego,28792,65.69,28037,755,21840,3469,650,10,3,120,3360,32348,20,0,0,0
2014,3,Tucumán,132066,33.94,131978,88,131739,97,117,130,3,60,32716,84668,14101,5590,40,0
2014,2,Provincia de Buenos Aires,2764546,55.06,2750430,14116,1568881,1025490,120008,1702,4,6902,162274,2288772,140226,56549,2840,4309
2014,2,Capital Federal,1310215,113.14,1299502,10713,447637,828411,17729,1883,4,8470,81431,1078213,87359,56004,590,6427
2014,2,Catamarca,24683,24.7,24660,23,24380,243,17,0,3,190,8844,13794,1915,1110,0,0
2014,2,Chaco,63279,20.96,63243,36,53321,9870,30,0,3,4120,14854,41530,5418,1085,50,0
2014,2,Chubut,70519,41.41,68503,2016,51070,649,866,1096,3,2064,6582,61868,0,0,0,0
2014,2,Córdoba,576952,53.45,576747,205,337825,234729,351,3673,4,2105,101598,429536,28698,14824,760,627
2014,2,Corrientes,62958,22.58,62925,33,52883,8680,31,1309,3,200,15563,41219,5199,9560,0,0
2014,2,Entre Ríos,135583,34.69,135468,115,108900,21706,49,4795,3,2187,32781,86757,12564,1162,0,44
2014,2,Formosa,25600,17.54,25535,65,20894,4628,0,0,3,2032,8218,13944,1321,850,0,0
2014,2,Jujuy,34361,18.71,34359,2,30128,4161,23,400,3,1873,11233,18851,2305,820,0,0
2014,2,La Pampa,55628,49.71,55048,580,15957,32600,513,5869,3,7032,6761,34089,180,50,40,10
2014,2,La Rioja,15912,16.5,15889,23,15864,0,14,0,3,100,4785,9719,1337,610,0,0
2014,2,Mendoza,166807,32.1,165046,1761,148979,13030,2480,360,4,350,60,166710,310,100,50,10
2014,2,Misiones,74689,23.37,74689,0,56933,17594,4,1500,4,5400,13644,53245,5924,1334,20,0
2014,2,Neuquén,92288,50.84,90053,2235,47767,29776,997,10765,4,1531,3206,79087,920,2289,20,30
2014,2,Río Negro,95957,45.33,94812,1145,64920,24944,876,3657,3,3468,5507,84978,780,1569,20,8
2014,2,Salta,91974,28.91,91949,25,73841,17504,45,70,3,530,18818,64440,8293,3880,0,0
2014,2,San Juan,51646,27.78,50891,755,48161,451,722,1139,3,100,5070,51129,0,0,0,0
2014,2,San Luis,13055,9.72,12691,364,11306,925,354,220,4,70,0,13045,0,0,10,2
2014,2,Santa Cruz,27169,29.38,26710,459,18956,448,381,4118,3,1530,1637,25374,20,0,0,0
2014,2,Santa Fe,512358,48.39,511753,605,324101,178495,3085,6041,3,8515,115197,353559,23939,10058,340,792
2014,2,Santiago Del Estero,38011,16.7,38002,9,32820,4231,19,9070,3,1231,9914,23842,2867,1420,0,0
2014,2,Tierra Del Fuego,28209,64.36,27443,766,21618,3008,648,10,3,120,3340,31198,20,0,0,0
2014,2,Tucumán,132069,33.94,131981,88,131740,97,121,130,3,60,32714,84675,14101,5590,40,0
2014,1,Provincia de Buenos Aires,2739876,54.57,2725732,14144,1567685,1000879,120960,16528,4,8469,171244,2279875,121787,38923,2060,4037
2014,1,Capital Federal,1299918,112.25,1289204,10714,445569,820161,17767,1866,4,8520,88826,1096050,70293,38798,550,6208
2014,1,Catamarca,24232,24.25,24209,23,24126,46,17,0,3,190,9147,13330,1672,640,0,0
2014,1,Chaco,62556,20.72,62520,36,52971,9497,30,0,3,4380,15849,40869,4644,7410,50,0
2014,1,Chubut,70221,41.24,68205,2016,51066,539,866,10776,3,7452,100,61329,0,0,0,0
2014,1,Córdoba,566910,52.52,566705,205,336841,225769,347,3585,3,2076,107705,423114,24112,9818,400,588
2014,1,Corrientes,62236,22.32,62203,33,52565,8279,31,1306,3,200,16357,40742,4486,6300,0,0
2014,1,Entre Ríos,134331,34.37,134216,115,107883,21379,49,4887,3,2177,35206,85248,10828,7460,0,43
2014,1,Formosa,25422,17.42,25335,87,20774,4548,0,0,3,2062,8475,13685,1133,670,0,0
2014,1,Jujuy,33827,18.42,33825,2,29765,4030,23,0,3,1832,11498,18415,2002,560,0,0
2014,1,La Pampa,54193,48.43,53601,592,15826,31305,513,5848,3,7434,6535,32501,170,50,40,10
2014,1,La Rioja,15711,16.29,15688,23,15663,0,14,0,3,100,5111,9390,1165,350,0,0
2014,1,Mendoza,165845,31.91,164084,1761,148970,12076,2480,370,4,350,60,166655,190,100,60,9
2014,1,Misiones,73950,23.14,73950,0,56597,17191,4,1500,3,5450,1446,52852,5139,9580,0,0
2014,1,Neuquén,90380,49.79,88077,2303,47790,28161,997,10381,4,4133,9870,77148,840,1582,20,22
2014,1,Río Negro,95066,44.91,93909,1157,64886,24156,876,3576,3,467,4618,84304,730,1062,10,8
2014,1,Salta,91290,28.7,91265,25,73131,17538,45,80,3,530,19677,64061,7192,3140,0,0
2014,1,San Juan,51298,27.6,50543,755,48161,434,722,8080,3,5310,20,51056,0,0,0,0
2014,1,San Luis,12557,9.35,12193,364,11306,428,354,210,4,70,30,12544,0,10,0,2
2014,1,Santa Cruz,26764,28.94,26304,460,18927,100,381,4092,3,1610,1625,24972,10,10,0,0
2014,1,Santa Fe,506612,47.85,506000,612,322662,174296,3059,5951,3,8456,124468,345225,20328,6845,230,668
2014,1,Santiago Del Estero,37133,16.31,37124,9,32567,3598,19,9150,3,1234,10531,22817,2422,1090,0,0
2014,1,Tierra Del Fuego,28038,63.97,27272,766,21618,2837,648,10,3,120,6070,30902,60,0,0,0
2014,1,Tucumán,130032,33.42,129944,88,129717,83,121,130,3,60,34672,83210,11779,3620,30,0
